"date","district","case_isolation","case_screen","case_asym","asym_isolation","asym_screen","case","asym","pos","pos_real","cum_case_isolation","cum_case_screen","cum_case_asym","cum_case","cum_asym_isolation","cum_asym_screen","cum_asym","cum_pos","cum_pos_real"
"2022-03-27","杨浦区",0,0,0,26,9,0,35,35,35,1,2,0,3,110,42,152,155,155
"2022-03-28","杨浦区",0,0,0,41,6,0,47,47,47,1,2,0,3,151,48,199,202,202
"2022-03-29","杨浦区",0,3,0,88,8,3,96,99,99,1,5,0,6,239,56,295,301,301
"2022-03-30","杨浦区",1,2,0,91,6,3,97,100,100,2,7,0,9,330,62,392,401,401
"2022-03-31","杨浦区",0,3,2,156,13,5,169,174,172,2,10,2,14,486,75,561,575,573
"2022-04-01","杨浦区",0,10,1,106,17,11,123,134,133,2,20,3,25,592,92,684,709,706
"2022-04-02","杨浦区",0,16,3,233,22,19,255,274,271,2,36,6,44,825,114,939,983,977
"2022-04-03","杨浦区",0,29,1,314,30,30,344,374,373,2,65,7,74,1139,144,1283,1357,1350
"2022-04-04","杨浦区",1,9,0,200,10,10,210,220,220,3,74,7,84,1339,154,1493,1577,1570
"2022-04-05","杨浦区",0,10,1,586,26,11,612,623,622,3,84,8,95,1925,180,2105,2200,2192
"2022-04-06","杨浦区",3,9,0,598,20,12,618,630,630,6,93,8,107,2523,200,2723,2830,2822
"2022-04-07","杨浦区",0,8,21,559,13,29,572,601,580,6,101,29,136,3082,213,3295,3431,3402
"2022-04-08","杨浦区",0,5,7,671,18,12,689,701,694,6,106,36,148,3753,231,3984,4132,4096
"2022-04-09","杨浦区",0,19,13,1040,8,32,1048,1080,1067,6,125,49,180,4793,239,5032,5212,5163
"2022-04-10","杨浦区",54,7,0,1804,12,61,1816,1877,1877,60,132,49,241,6597,251,6848,7089,7040
"2022-04-11","杨浦区",0,12,18,1382,8,30,1390,1420,1402,60,144,67,271,7979,259,8238,8509,8442
"2022-04-12","杨浦区",52,8,0,1091,8,60,1099,1159,1159,112,152,67,331,9070,267,9337,9668,9601
"2022-04-13","杨浦区",51,3,0,1130,1,54,1131,1185,1185,163,155,67,385,10200,268,10468,10853,10786
"2022-04-14","杨浦区",46,1,1,767,2,48,769,817,816,209,156,68,433,10967,270,11237,11670,11602
"2022-04-15","杨浦区",124,4,147,1134,2,275,1136,1411,1264,333,160,215,708,12101,272,12373,13081,12866
"2022-04-16","杨浦区",78,5,1,775,1,84,776,860,859,411,165,216,792,12876,273,13149,13941,13725
"2022-04-17","杨浦区",15,6,5,856,5,26,861,887,882,426,171,221,818,13732,278,14010,14828,14607
"2022-04-18","杨浦区",57,1,6,415,2,64,417,481,475,483,172,227,882,14147,280,14427,15309,15082
"2022-04-19","杨浦区",26,2,36,701,1,64,702,766,730,509,174,263,946,14848,281,15129,16075,15812
"2022-04-20","杨浦区",174,5,23,1792,11,202,1803,2005,1982,683,179,286,1148,16640,292,16932,18080,17794
"2022-04-21","杨浦区",50,3,1,482,7,54,489,543,542,733,182,287,1202,17122,299,17421,18623,18336
"2022-04-22","杨浦区",79,3,6,1257,11,88,1268,1356,1350,812,185,293,1290,18379,310,18689,19979,19686
"2022-04-23","杨浦区",31,6,5,1217,18,42,1235,1277,1272,843,191,298,1332,19596,328,19924,21256,20958
"2022-04-24","杨浦区",51,4,20,1138,22,75,1160,1235,1215,894,195,318,1407,20734,350,21084,22491,22173
"2022-04-25","杨浦区",30,0,35,1113,66,65,1179,1244,1209,924,195,353,1472,21847,416,22263,23735,23382
"2022-04-26","杨浦区",24,0,23,1059,0,47,1059,1106,1083,948,195,376,1519,22906,416,23322,24841,24465
"2022-04-27","杨浦区",35,0,25,466,0,60,466,526,501,983,195,401,1579,23372,416,23788,25367,24966
"2022-04-28","杨浦区",13,0,62,733,0,75,733,808,746,996,195,463,1654,24105,416,24521,26175,25712
"2022-04-29","杨浦区",11,0,16,740,0,27,740,767,751,1007,195,479,1681,24845,416,25261,26942,26463
"2022-04-30","杨浦区",2,0,20,320,0,22,320,342,322,1009,195,499,1703,25165,416,25581,27284,26785
"2022-05-01","杨浦区",7,0,28,432,0,35,432,467,439,1016,195,527,1738,25597,416,26013,27751,27224
"2022-05-02","杨浦区",5,0,29,354,0,34,354,388,359,1021,195,556,1772,25951,416,26367,28139,27583
"2022-05-03","杨浦区",6,0,21,388,6,27,394,421,400,1027,195,577,1799,26339,422,26761,28560,27983
"2022-05-04","杨浦区",4,0,20,369,0,24,369,393,373,1031,195,597,1823,26708,422,27130,28953,28356
"2022-05-05","杨浦区",3,0,44,362,2,47,364,411,367,1034,195,641,1870,27070,424,27494,29364,28723
"2022-05-06","杨浦区",7,0,23,395,0,30,395,425,402,1041,195,664,1900,27465,424,27889,29789,29125
"2022-05-07","杨浦区",1,0,6,606,0,7,606,613,607,1042,195,670,1907,28071,424,28495,30402,29732
"2022-05-08","杨浦区",6,0,12,558,0,18,558,576,564,1048,195,682,1925,28629,424,29053,30978,30296
"2022-05-09","杨浦区",9,0,19,355,0,28,355,383,364,1057,195,701,1953,28984,424,29408,31361,30660
"2022-05-10","杨浦区",1,0,31,135,0,32,135,167,136,1058,195,732,1985,29119,424,29543,31528,30796
"2022-05-11","杨浦区",0,0,34,131,0,34,131,165,131,1058,195,766,2019,29250,424,29674,31693,30927
"2022-05-12","杨浦区",6,0,28,515,0,34,515,549,521,1064,195,794,2053,29765,424,30189,32242,31448
"2022-05-13","杨浦区",2,0,16,397,0,18,397,415,399,1066,195,810,2071,30162,424,30586,32657,31847
"2022-05-14","杨浦区",7,0,11,303,0,18,303,321,310,1073,195,821,2089,30465,424,30889,32978,32157
"2022-05-15","杨浦区",1,0,9,321,0,10,321,331,322,1074,195,830,2099,30786,424,31210,33309,32479
"2022-05-16","杨浦区",13,0,4,240,0,17,240,257,253,1087,195,834,2116,31026,424,31450,33566,32732
"2022-05-17","杨浦区",11,0,14,221,0,25,221,246,232,1098,195,848,2141,31247,424,31671,33812,32964
"2022-05-18","杨浦区",7,0,11,190,0,18,190,208,197,1105,195,859,2159,31437,424,31861,34020,33161
"2022-05-19","杨浦区",4,0,28,203,0,32,203,235,207,1109,195,887,2191,31640,424,32064,34255,33368
"2022-05-20","杨浦区",11,0,29,291,0,40,291,331,302,1120,195,916,2231,31931,424,32355,34586,33670
"2022-05-21","杨浦区",6,0,25,138,0,31,138,169,144,1126,195,941,2262,32069,424,32493,34755,33814
"2022-05-22","杨浦区",9,0,14,116,0,23,116,139,125,1135,195,955,2285,32185,424,32609,34894,33939
"2022-05-23","杨浦区",2,0,21,108,0,23,108,131,110,1137,195,976,2308,32293,424,32717,35025,34049
"2022-05-24","杨浦区",0,0,13,90,0,13,90,103,90,1137,195,989,2321,32383,424,32807,35128,34139
"2022-05-25","杨浦区",0,0,13,70,0,13,70,83,70,1137,195,1002,2334,32453,424,32877,35211,34209
"2022-05-26","杨浦区",3,0,21,49,0,24,49,73,52,1140,195,1023,2358,32502,424,32926,35284,34261
"2022-05-27","杨浦区",1,0,8,33,0,9,33,42,34,1141,195,1031,2367,32535,424,32959,35326,34295
"2022-05-28","杨浦区",0,0,8,24,0,8,24,32,24,1141,195,1039,2375,32559,424,32983,35358,34319
"2022-05-29","杨浦区",0,0,1,17,0,1,17,18,17,1141,195,1040,2376,32576,424,33000,35376,34336
"2022-05-30","杨浦区",0,0,1,6,0,1,6,7,6,1141,195,1041,2377,32582,424,33006,35383,34342
"2022-05-31","杨浦区",0,0,1,2,0,1,2,3,2,1141,195,1042,2378,32584,424,33008,35386,34344
"2022-06-01","杨浦区",1,0,0,1,0,1,1,2,2,1142,195,1042,2379,32585,424,33009,35388,34346
"2022-06-02","杨浦区",0,0,1,2,0,1,2,3,2,1142,195,1043,2380,32587,424,33011,35391,34348
"2022-06-03","杨浦区",0,0,2,2,0,2,2,4,2,1142,195,1045,2382,32589,424,33013,35395,34350
"2022-06-04","杨浦区",0,0,1,2,0,1,2,3,2,1142,195,1046,2383,32591,424,33015,35398,34352
"2022-06-05","杨浦区",0,0,0,0,0,0,0,0,0,1142,195,1046,2383,32591,424,33015,35398,34352
"2022-06-06","杨浦区",0,0,0,0,0,0,0,0,0,1142,195,1046,2383,32591,424,33015,35398,34352
"2022-06-07","杨浦区",0,0,0,1,0,0,1,1,1,1142,195,1046,2383,32592,424,33016,35399,34353
"2022-06-08","杨浦区",0,0,0,1,0,0,1,1,1,1142,195,1046,2383,32593,424,33017,35400,34354
"2022-06-09","杨浦区",0,0,0,0,0,0,0,0,0,1142,195,1046,2383,32593,424,33017,35400,34354
"2022-06-10","杨浦区",0,0,0,0,0,0,0,0,0,1142,195,1046,2383,32593,424,33017,35400,34354
"2022-06-11","杨浦区",0,0,0,2,0,0,2,2,2,1142,195,1046,2383,32595,424,33019,35402,34356
"2022-06-12","杨浦区",3,0,0,0,0,3,0,3,3,1145,195,1046,2386,32595,424,33019,35405,34359
"2022-06-13","杨浦区",0,0,0,1,0,0,1,1,1,1145,195,1046,2386,32596,424,33020,35406,34360
"2022-06-14","杨浦区",0,1,1,0,0,2,0,2,1,1145,196,1047,2388,32596,424,33020,35408,34361
"2022-06-15","杨浦区",1,1,0,2,0,2,2,4,4,1146,197,1047,2390,32598,424,33022,35412,34365
"2022-06-16","杨浦区",0,0,0,0,0,0,0,0,0,1146,197,1047,2390,32598,424,33022,35412,34365
"2022-06-17","杨浦区",0,0,0,0,0,0,0,0,0,1146,197,1047,2390,32598,424,33022,35412,34365
"2022-06-18","杨浦区",0,0,0,0,0,0,0,0,0,1146,197,1047,2390,32598,424,33022,35412,34365
"2022-06-19","杨浦区",0,0,0,0,0,0,0,0,0,1146,197,1047,2390,32598,424,33022,35412,34365
"2022-06-20","杨浦区",0,0,0,0,0,0,0,0,0,1146,197,1047,2390,32598,424,33022,35412,34365
"2022-06-21","杨浦区",0,0,0,0,0,0,0,0,0,1146,197,1047,2390,32598,424,33022,35412,34365
"2022-06-22","杨浦区",0,0,0,0,0,0,0,0,0,1146,197,1047,2390,32598,424,33022,35412,34365
"2022-06-23","杨浦区",0,0,0,0,0,0,0,0,0,1146,197,1047,2390,32598,424,33022,35412,34365
"2022-06-24","杨浦区",0,0,0,0,0,0,0,0,0,1146,197,1047,2390,32598,424,33022,35412,34365
"2022-06-25","杨浦区",0,0,0,0,0,0,0,0,0,1146,197,1047,2390,32598,424,33022,35412,34365
"2022-06-26","杨浦区",0,0,0,0,0,0,0,0,0,1146,197,1047,2390,32598,424,33022,35412,34365
"2022-06-27","杨浦区",0,0,0,0,0,0,0,0,0,1146,197,1047,2390,32598,424,33022,35412,34365
"2022-06-28","杨浦区",0,0,0,0,0,0,0,0,0,1146,197,1047,2390,32598,424,33022,35412,34365
"2022-06-29","杨浦区",0,0,0,0,0,0,0,0,0,1146,197,1047,2390,32598,424,33022,35412,34365
"2022-06-30","杨浦区",0,0,0,0,0,0,0,0,0,1146,197,1047,2390,32598,424,33022,35412,34365
"2022-07-01","杨浦区",0,0,0,0,0,0,0,0,0,1146,197,1047,2390,32598,424,33022,35412,34365
"2022-07-02","杨浦区",0,0,0,0,0,0,0,0,0,1146,197,1047,2390,32598,424,33022,35412,34365
"2022-07-03","杨浦区",0,0,0,0,0,0,0,0,0,1146,197,1047,2390,32598,424,33022,35412,34365
"2022-07-04","杨浦区",0,0,0,0,0,0,0,0,0,1146,197,1047,2390,32598,424,33022,35412,34365
"2022-07-05","杨浦区",0,0,0,1,0,0,1,1,1,1146,197,1047,2390,32599,424,33023,35413,34366
"2022-07-06","杨浦区",4,0,0,0,0,4,0,4,4,1150,197,1047,2394,32599,424,33023,35417,34370
"2022-07-07","杨浦区",0,0,0,0,0,0,0,0,0,1150,197,1047,2394,32599,424,33023,35417,34370
"2022-07-08","杨浦区",0,0,0,0,0,0,0,0,0,1150,197,1047,2394,32599,424,33023,35417,34370
"2022-07-09","杨浦区",0,0,0,5,0,0,5,5,5,1150,197,1047,2394,32604,424,33028,35422,34375
"2022-07-10","杨浦区",1,0,0,6,0,1,6,7,7,1151,197,1047,2395,32610,424,33034,35429,34382
"2022-03-09","长宁区",0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1
"2022-03-10","长宁区",0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,2,2,2
"2022-03-11","长宁区",0,0,0,1,0,0,1,1,1,0,0,0,0,2,1,3,3,3
"2022-03-12","长宁区",0,0,0,1,2,0,3,3,3,0,0,0,0,3,3,6,6,6
"2022-03-13","长宁区",1,1,0,2,0,2,2,4,4,1,1,0,2,5,3,8,10,10
"2022-03-14","长宁区",0,0,0,1,0,0,1,1,1,1,1,0,2,6,3,9,11,11
"2022-03-15","长宁区",0,0,0,3,1,0,4,4,4,1,1,0,2,9,4,13,15,15
"2022-03-16","长宁区",0,0,0,4,0,0,4,4,4,1,1,0,2,13,4,17,19,19
"2022-03-17","长宁区",0,0,0,0,1,0,1,1,1,1,1,0,2,13,5,18,20,20
"2022-03-18","长宁区",0,0,0,2,5,0,7,7,7,1,1,0,2,15,10,25,27,27
"2022-03-19","长宁区",0,0,0,0,12,0,12,12,12,1,1,0,2,15,22,37,39,39
"2022-03-20","长宁区",0,1,0,11,1,1,12,13,13,1,2,0,3,26,23,49,52,52
"2022-03-21","长宁区",0,0,0,23,3,0,26,26,26,1,2,0,3,49,26,75,78,78
"2022-03-22","长宁区",0,0,0,16,3,0,19,19,19,1,2,0,3,65,29,94,97,97
"2022-03-23","长宁区",0,0,0,9,2,0,11,11,11,1,2,0,3,74,31,105,108,108
"2022-03-24","长宁区",0,0,0,48,11,0,59,59,59,1,2,0,3,122,42,164,167,167
"2022-03-25","长宁区",0,0,0,2,2,0,4,4,4,1,2,0,3,124,44,168,171,171
"2022-03-26","长宁区",0,2,0,20,7,2,27,29,29,1,4,0,5,144,51,195,200,200
"2022-03-27","长宁区",0,0,0,41,4,0,45,45,45,1,4,0,5,185,55,240,245,245
"2022-03-28","长宁区",0,7,0,99,9,7,108,115,115,1,11,0,12,284,64,348,360,360
"2022-03-29","长宁区",1,2,0,27,0,3,27,30,30,2,13,0,15,311,64,375,390,390
"2022-03-30","长宁区",0,2,6,108,12,8,120,128,122,2,15,6,23,419,76,495,518,512
"2022-03-31","长宁区",0,42,1,179,34,43,213,256,255,2,57,7,66,598,110,708,774,767
"2022-04-01","长宁区",0,0,0,32,5,0,37,37,37,2,57,7,66,630,115,745,811,804
"2022-04-02","长宁区",0,3,4,81,12,7,93,100,96,2,60,11,73,711,127,838,911,900
"2022-04-03","长宁区",1,13,0,84,6,14,90,104,104,3,73,11,87,795,133,928,1015,1004
"2022-04-04","长宁区",0,1,0,30,2,1,32,33,33,3,74,11,88,825,135,960,1048,1037
"2022-04-05","长宁区",0,5,1,73,5,6,78,84,83,3,79,12,94,898,140,1038,1132,1120
"2022-04-06","长宁区",0,30,1,305,14,31,319,350,349,3,109,13,125,1203,154,1357,1482,1469
"2022-04-07","长宁区",0,11,18,812,11,29,823,852,834,3,120,31,154,2015,165,2180,2334,2303
"2022-04-08","长宁区",0,9,11,591,3,20,594,614,603,3,129,42,174,2606,168,2774,2948,2906
"2022-04-09","长宁区",6,17,3,716,15,26,731,757,754,9,146,45,200,3322,183,3505,3705,3660
"2022-04-10","长宁区",0,4,1,376,6,5,382,387,386,9,150,46,205,3698,189,3887,4092,4046
"2022-04-11","长宁区",9,5,11,364,4,25,368,393,382,18,155,57,230,4062,193,4255,4485,4428
"2022-04-12","长宁区",68,22,0,1036,7,90,1043,1133,1133,86,177,57,320,5098,200,5298,5618,5561
"2022-04-13","长宁区",94,11,0,841,11,105,852,957,957,180,188,57,425,5939,211,6150,6575,6518
"2022-04-14","长宁区",135,13,0,837,13,148,850,998,998,315,201,57,573,6776,224,7000,7573,7516
"2022-04-15","长宁区",55,43,135,486,33,233,519,752,617,370,244,192,806,7262,257,7519,8325,8133
"2022-04-16","长宁区",113,11,3,566,13,127,579,706,703,483,255,195,933,7828,270,8098,9031,8836
"2022-04-17","长宁区",46,16,0,658,19,62,677,739,739,529,271,195,995,8486,289,8775,9770,9575
"2022-04-18","长宁区",69,15,109,480,7,193,487,680,571,598,286,304,1188,8966,296,9262,10450,10146
"2022-04-19","长宁区",36,4,13,563,2,53,565,618,605,634,290,317,1241,9529,298,9827,11068,10751
"2022-04-20","长宁区",78,35,10,590,13,123,603,726,716,712,325,327,1364,10119,311,10430,11794,11467
"2022-04-21","长宁区",83,1,1,404,7,85,411,496,495,795,326,328,1449,10523,318,10841,12290,11962
"2022-04-22","长宁区",87,1,76,545,4,164,549,713,637,882,327,404,1613,11068,322,11390,13003,12599
"2022-04-23","长宁区",18,0,51,641,17,69,658,727,676,900,327,455,1682,11709,339,12048,13730,13275
"2022-04-24","长宁区",63,2,11,671,2,76,673,749,738,963,329,466,1758,12380,341,12721,14479,14013
"2022-04-25","长宁区",43,0,54,434,3,97,437,534,480,1006,329,520,1855,12814,344,13158,15013,14493
"2022-04-26","长宁区",25,0,39,354,1,64,355,419,380,1031,329,559,1919,13168,345,13513,15432,14873
"2022-04-27","长宁区",9,0,10,170,19,19,189,208,198,1040,329,569,1938,13338,364,13702,15640,15071
"2022-04-28","长宁区",16,0,247,384,0,263,384,647,400,1056,329,816,2201,13722,364,14086,16287,15471
"2022-04-29","长宁区",4,0,54,319,0,58,319,377,323,1060,329,870,2259,14041,364,14405,16664,15794
"2022-04-30","长宁区",1,0,39,141,0,40,141,181,142,1061,329,909,2299,14182,364,14546,16845,15936
"2022-05-01","长宁区",0,0,33,210,0,33,210,243,210,1061,329,942,2332,14392,364,14756,17088,16146
"2022-05-02","长宁区",0,0,4,141,6,4,147,151,147,1061,329,946,2336,14533,370,14903,17239,16293
"2022-05-03","长宁区",2,0,4,92,4,6,96,102,98,1063,329,950,2342,14625,374,14999,17341,16391
"2022-05-04","长宁区",0,0,5,110,6,5,116,121,116,1063,329,955,2347,14735,380,15115,17462,16507
"2022-05-05","长宁区",0,0,1,84,2,1,86,87,86,1063,329,956,2348,14819,382,15201,17549,16593
"2022-05-06","长宁区",1,0,6,64,0,7,64,71,65,1064,329,962,2355,14883,382,15265,17620,16658
"2022-05-07","长宁区",0,0,3,62,0,3,62,65,62,1064,329,965,2358,14945,382,15327,17685,16720
"2022-05-08","长宁区",2,0,5,70,0,7,70,77,72,1066,329,970,2365,15015,382,15397,17762,16792
"2022-05-09","长宁区",0,0,1,52,0,1,52,53,52,1066,329,971,2366,15067,382,15449,17815,16844
"2022-05-10","长宁区",0,0,2,14,0,2,14,16,14,1066,329,973,2368,15081,382,15463,17831,16858
"2022-05-11","长宁区",0,0,1,39,0,1,39,40,39,1066,329,974,2369,15120,382,15502,17871,16897
"2022-05-12","长宁区",0,0,0,59,0,0,59,59,59,1066,329,974,2369,15179,382,15561,17930,16956
"2022-05-13","长宁区",0,0,0,37,0,0,37,37,37,1066,329,974,2369,15216,382,15598,17967,16993
"2022-05-14","长宁区",0,0,2,48,0,2,48,50,48,1066,329,976,2371,15264,382,15646,18017,17041
"2022-05-15","长宁区",0,0,0,15,0,0,15,15,15,1066,329,976,2371,15279,382,15661,18032,17056
"2022-05-16","长宁区",0,0,0,24,0,0,24,24,24,1066,329,976,2371,15303,382,15685,18056,17080
"2022-05-17","长宁区",0,0,2,16,0,2,16,18,16,1066,329,978,2373,15319,382,15701,18074,17096
"2022-05-18","长宁区",0,0,2,17,0,2,17,19,17,1066,329,980,2375,15336,382,15718,18093,17113
"2022-05-19","长宁区",0,0,0,27,0,0,27,27,27,1066,329,980,2375,15363,382,15745,18120,17140
"2022-05-20","长宁区",0,0,0,18,0,0,18,18,18,1066,329,980,2375,15381,382,15763,18138,17158
"2022-05-21","长宁区",0,0,0,15,0,0,15,15,15,1066,329,980,2375,15396,382,15778,18153,17173
"2022-05-22","长宁区",0,0,0,27,0,0,27,27,27,1066,329,980,2375,15423,382,15805,18180,17200
"2022-05-23","长宁区",0,0,2,14,0,2,14,16,14,1066,329,982,2377,15437,382,15819,18196,17214
"2022-05-24","长宁区",0,0,0,26,0,0,26,26,26,1066,329,982,2377,15463,382,15845,18222,17240
"2022-05-25","长宁区",0,0,0,16,0,0,16,16,16,1066,329,982,2377,15479,382,15861,18238,17256
"2022-05-26","长宁区",0,0,0,8,0,0,8,8,8,1066,329,982,2377,15487,382,15869,18246,17264
"2022-05-27","长宁区",0,0,0,5,0,0,5,5,5,1066,329,982,2377,15492,382,15874,18251,17269
"2022-05-28","长宁区",1,0,1,6,0,2,6,8,7,1067,329,983,2379,15498,382,15880,18259,17276
"2022-05-29","长宁区",0,0,0,1,0,0,1,1,1,1067,329,983,2379,15499,382,15881,18260,17277
"2022-05-30","长宁区",0,0,0,1,0,0,1,1,1,1067,329,983,2379,15500,382,15882,18261,17278
"2022-05-31","长宁区",0,0,0,2,0,0,2,2,2,1067,329,983,2379,15502,382,15884,18263,17280
"2022-06-01","长宁区",0,0,0,1,0,0,1,1,1,1067,329,983,2379,15503,382,15885,18264,17281
"2022-06-02","长宁区",0,0,0,1,0,0,1,1,1,1067,329,983,2379,15504,382,15886,18265,17282
"2022-06-03","长宁区",0,0,0,0,0,0,0,0,0,1067,329,983,2379,15504,382,15886,18265,17282
"2022-06-04","长宁区",0,0,0,0,0,0,0,0,0,1067,329,983,2379,15504,382,15886,18265,17282
"2022-06-05","长宁区",0,0,0,0,0,0,0,0,0,1067,329,983,2379,15504,382,15886,18265,17282
"2022-06-06","长宁区",0,0,0,1,0,0,1,1,1,1067,329,983,2379,15505,382,15887,18266,17283
"2022-06-07","长宁区",0,0,0,0,0,0,0,0,0,1067,329,983,2379,15505,382,15887,18266,17283
"2022-06-08","长宁区",0,0,0,0,0,0,0,0,0,1067,329,983,2379,15505,382,15887,18266,17283
"2022-06-09","长宁区",0,0,0,2,0,0,2,2,2,1067,329,983,2379,15507,382,15889,18268,17285
"2022-06-10","长宁区",0,0,0,1,0,0,1,1,1,1067,329,983,2379,15508,382,15890,18269,17286
"2022-06-11","长宁区",0,0,0,0,0,0,0,0,0,1067,329,983,2379,15508,382,15890,18269,17286
"2022-06-12","长宁区",0,0,1,0,0,1,0,1,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-06-13","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-06-14","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-06-15","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-06-16","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-06-17","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-06-18","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-06-19","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-06-20","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-06-21","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-06-22","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-06-23","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-06-24","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-06-25","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-06-26","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-06-27","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-06-28","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-06-29","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-06-30","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-07-01","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-07-02","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-07-03","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-07-04","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-07-05","长宁区",0,0,0,0,0,0,0,0,0,1067,329,984,2380,15508,382,15890,18270,17286
"2022-07-06","长宁区",2,0,0,0,0,2,0,2,2,1069,329,984,2382,15508,382,15890,18272,17288
"2022-07-07","长宁区",0,0,0,5,0,0,5,5,5,1069,329,984,2382,15513,382,15895,18277,17293
"2022-07-08","长宁区",0,0,0,0,0,0,0,0,0,1069,329,984,2382,15513,382,15895,18277,17293
"2022-07-09","长宁区",0,0,0,0,0,0,0,0,0,1069,329,984,2382,15513,382,15895,18277,17293
"2022-07-10","长宁区",0,0,0,0,0,0,0,0,0,1069,329,984,2382,15513,382,15895,18277,17293
