"date","district","case_isolation","case_screen","case_asym","asym_isolation","asym_screen","case","asym","pos","pos_real","cum_case_isolation","cum_case_screen","cum_case_asym","cum_case","cum_asym_isolation","cum_asym_screen","cum_asym","cum_pos","cum_pos_real"
"2022-03-31","黄浦区",1,5,1,92,22,7,114,121,120,8,35,4,47,1215,261,1476,1523,1519
"2022-04-01","黄浦区",0,5,0,238,17,5,255,260,260,8,40,4,52,1453,278,1731,1783,1779
"2022-04-02","黄浦区",3,21,3,485,147,27,632,659,656,11,61,7,79,1938,425,2363,2442,2435
"2022-04-03","黄浦区",1,10,3,773,37,14,810,824,821,12,71,10,93,2711,462,3173,3266,3256
"2022-04-04","黄浦区",1,7,0,933,29,8,962,970,970,13,78,10,101,3644,491,4135,4236,4226
"2022-04-05","黄浦区",0,13,3,607,35,16,642,658,655,13,91,13,117,4251,526,4777,4894,4881
"2022-04-06","黄浦区",2,7,0,996,39,9,1035,1044,1044,15,98,13,126,5247,565,5812,5938,5925
"2022-04-07","黄浦区",0,6,8,1321,45,14,1366,1380,1372,15,104,21,140,6568,610,7178,7318,7297
"2022-04-08","黄浦区",0,7,34,2532,34,41,2566,2607,2573,15,111,55,181,9100,644,9744,9925,9870
"2022-04-09","黄浦区",59,31,11,444,3,101,447,548,537,74,142,66,282,9544,647,10191,10473,10407
"2022-04-10","黄浦区",12,20,4,1564,161,36,1725,1761,1757,86,162,70,318,11108,808,11916,12234,12164
"2022-04-11","黄浦区",87,10,20,2057,49,117,2106,2223,2203,173,172,90,435,13165,857,14022,14457,14367
"2022-04-12","黄浦区",59,14,1,1673,57,74,1730,1804,1803,232,186,91,509,14838,914,15752,16261,16170
"2022-04-13","黄浦区",203,13,11,1147,34,227,1181,1408,1397,435,199,102,736,15985,948,16933,17669,17567
"2022-04-14","黄浦区",258,6,4,1715,30,268,1745,2013,2009,693,205,106,1004,17700,978,18678,19682,19576
"2022-04-15","黄浦区",232,8,6,1120,18,246,1138,1384,1378,925,213,112,1250,18820,996,19816,21066,20954
"2022-04-16","黄浦区",169,13,6,1352,25,188,1377,1565,1559,1094,226,118,1438,20172,1021,21193,22631,22513
"2022-04-17","黄浦区",165,15,6,1655,55,186,1710,1896,1890,1259,241,124,1624,21827,1076,22903,24527,24403
"2022-04-18","黄浦区",322,35,5,2878,83,362,2961,3323,3318,1581,276,129,1986,24705,1159,25864,27850,27721
"2022-04-19","黄浦区",257,15,96,2693,23,368,2716,3084,2988,1838,291,225,2354,27398,1182,28580,30934,30709
"2022-04-20","黄浦区",207,10,35,2809,36,252,2845,3097,3062,2045,301,260,2606,30207,1218,31425,34031,33771
"2022-04-21","黄浦区",150,17,25,1556,4,192,1560,1752,1727,2195,318,285,2798,31763,1222,32985,35783,35498
"2022-04-22","黄浦区",167,8,260,2406,2,435,2408,2843,2583,2362,326,545,3233,34169,1224,35393,38626,38081
"2022-04-23","黄浦区",42,1,53,1863,0,96,1863,1959,1906,2404,327,598,3329,36032,1224,37256,40585,39987
"2022-04-24","黄浦区",173,2,142,1437,1,317,1438,1755,1613,2577,329,740,3646,37469,1225,38694,42340,41600
"2022-04-25","黄浦区",54,1,101,2515,0,156,2515,2671,2570,2631,330,841,3802,39984,1225,41209,45011,44170
"2022-04-26","黄浦区",24,0,277,927,0,301,927,1228,951,2655,330,1118,4103,40911,1225,42136,46239,45121
"2022-04-27","黄浦区",88,0,47,1317,0,135,1317,1452,1405,2743,330,1165,4238,42228,1225,43453,47691,46526
"2022-04-28","黄浦区",26,0,1344,1286,0,1370,1286,2656,1312,2769,330,2509,5608,43514,1225,44739,50347,47838
"2022-04-29","黄浦区",8,0,242,1149,0,250,1149,1399,1157,2777,330,2751,5858,44663,1225,45888,51746,48995
"2022-04-30","黄浦区",1,0,109,1046,0,110,1046,1156,1047,2778,330,2860,5968,45709,1225,46934,52902,50042
"2022-05-01","黄浦区",3,0,125,976,8,128,984,1112,987,2781,330,2985,6096,46685,1233,47918,54014,51029
"2022-05-02","黄浦区",3,0,14,914,43,17,957,974,960,2784,330,2999,6113,47599,1276,48875,54988,51989
"2022-05-03","黄浦区",1,0,26,877,35,27,912,939,913,2785,330,3025,6140,48476,1311,49787,55927,52902
"2022-05-04","黄浦区",3,0,18,742,12,21,754,775,757,2788,330,3043,6161,49218,1323,50541,56702,53659
"2022-05-05","黄浦区",3,0,32,733,4,35,737,772,740,2791,330,3075,6196,49951,1327,51278,57474,54399
"2022-05-06","黄浦区",16,0,44,566,1,60,567,627,583,2807,330,3119,6256,50517,1328,51845,58101,54982
"2022-05-07","黄浦区",7,0,30,575,0,37,575,612,582,2814,330,3149,6293,51092,1328,52420,58713,55564
"2022-05-08","黄浦区",7,0,53,442,0,60,442,502,449,2821,330,3202,6353,51534,1328,52862,59215,56013
"2022-05-09","黄浦区",5,0,31,377,1,36,378,414,383,2826,330,3233,6389,51911,1329,53240,59629,56396
"2022-05-10","黄浦区",3,0,16,245,0,19,245,264,248,2829,330,3249,6408,52156,1329,53485,59893,56644
"2022-05-11","黄浦区",1,0,18,227,0,19,227,246,228,2830,330,3267,6427,52383,1329,53712,60139,56872
"2022-05-12","黄浦区",0,0,23,274,0,23,274,297,274,2830,330,3290,6450,52657,1329,53986,60436,57146
"2022-05-13","黄浦区",2,0,22,219,0,24,219,243,221,2832,330,3312,6474,52876,1329,54205,60679,57367
"2022-05-14","黄浦区",2,0,16,168,0,18,168,186,170,2834,330,3328,6492,53044,1329,54373,60865,57537
"2022-05-15","黄浦区",1,0,9,83,0,10,83,93,84,2835,330,3337,6502,53127,1329,54456,60958,57621
"2022-05-16","黄浦区",1,0,9,79,0,10,79,89,80,2836,330,3346,6512,53206,1329,54535,61047,57701
"2022-05-17","黄浦区",1,0,5,77,0,6,77,83,78,2837,330,3351,6518,53283,1329,54612,61130,57779
"2022-05-18","黄浦区",0,0,9,66,0,9,66,75,66,2837,330,3360,6527,53349,1329,54678,61205,57845
"2022-05-19","黄浦区",0,0,13,53,0,13,53,66,53,2837,330,3373,6540,53402,1329,54731,61271,57898
"2022-05-20","黄浦区",3,0,5,42,0,8,42,50,45,2840,330,3378,6548,53444,1329,54773,61321,57943
"2022-05-21","黄浦区",0,0,0,31,0,0,31,31,31,2840,330,3378,6548,53475,1329,54804,61352,57974
"2022-05-22","黄浦区",0,0,5,38,0,5,38,43,38,2840,330,3383,6553,53513,1329,54842,61395,58012
"2022-05-23","黄浦区",0,0,2,29,0,2,29,31,29,2840,330,3385,6555,53542,1329,54871,61426,58041
"2022-05-24","黄浦区",0,0,12,21,0,12,21,33,21,2840,330,3397,6567,53563,1329,54892,61459,58062
"2022-05-25","黄浦区",0,0,9,20,0,9,20,29,20,2840,330,3406,6576,53583,1329,54912,61488,58082
"2022-05-26","黄浦区",0,0,1,18,0,1,18,19,18,2840,330,3407,6577,53601,1329,54930,61507,58100
"2022-05-27","黄浦区",0,0,2,9,0,2,9,11,9,2840,330,3409,6579,53610,1329,54939,61518,58109
"2022-05-28","黄浦区",0,0,3,4,0,3,4,7,4,2840,330,3412,6582,53614,1329,54943,61525,58113
"2022-05-29","黄浦区",0,0,0,0,0,0,0,0,0,2840,330,3412,6582,53614,1329,54943,61525,58113
"2022-05-30","黄浦区",0,0,0,0,0,0,0,0,0,2840,330,3412,6582,53614,1329,54943,61525,58113
"2022-05-31","黄浦区",1,0,0,0,0,1,0,1,1,2841,330,3412,6583,53614,1329,54943,61526,58114
"2022-06-01","黄浦区",0,0,0,0,0,0,0,0,0,2841,330,3412,6583,53614,1329,54943,61526,58114
"2022-06-02","黄浦区",0,0,1,1,0,1,1,2,1,2841,330,3413,6584,53615,1329,54944,61528,58115
"2022-06-03","黄浦区",0,1,0,0,0,1,0,1,1,2841,331,3413,6585,53615,1329,54944,61529,58116
"2022-06-04","黄浦区",1,0,0,5,0,1,5,6,6,2842,331,3413,6586,53620,1329,54949,61535,58122
"2022-06-05","黄浦区",0,0,0,1,0,0,1,1,1,2842,331,3413,6586,53621,1329,54950,61536,58123
"2022-06-06","黄浦区",0,0,0,1,0,0,1,1,1,2842,331,3413,6586,53622,1329,54951,61537,58124
"2022-06-07","黄浦区",0,0,0,0,0,0,0,0,0,2842,331,3413,6586,53622,1329,54951,61537,58124
"2022-06-08","黄浦区",1,0,0,0,0,1,0,1,1,2843,331,3413,6587,53622,1329,54951,61538,58125
"2022-06-09","黄浦区",0,0,0,1,0,0,1,1,1,2843,331,3413,6587,53623,1329,54952,61539,58126
"2022-06-10","黄浦区",0,0,0,0,0,0,0,0,0,2843,331,3413,6587,53623,1329,54952,61539,58126
"2022-06-11","黄浦区",1,0,0,0,0,1,0,1,1,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-06-12","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-06-13","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-06-14","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-06-15","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-06-16","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-06-17","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-06-18","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-06-19","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-06-20","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-06-21","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-06-22","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-06-23","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-06-24","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-06-25","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-06-26","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-06-27","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-06-28","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-06-29","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-06-30","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-07-01","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-07-02","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-07-03","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-07-04","黄浦区",0,0,0,0,0,0,0,0,0,2844,331,3413,6588,53623,1329,54952,61540,58127
"2022-07-05","黄浦区",1,0,0,0,0,1,0,1,1,2845,331,3413,6589,53623,1329,54952,61541,58128
"2022-07-06","黄浦区",1,0,0,1,0,1,1,2,2,2846,331,3413,6590,53624,1329,54953,61543,58130
"2022-07-07","黄浦区",1,0,0,0,0,1,0,1,1,2847,331,3413,6591,53624,1329,54953,61544,58131
"2022-07-08","黄浦区",1,0,0,2,0,1,2,3,3,2848,331,3413,6592,53626,1329,54955,61547,58134
"2022-07-09","黄浦区",0,0,0,2,0,0,2,2,2,2848,331,3413,6592,53628,1329,54957,61549,58136
"2022-07-10","黄浦区",0,0,0,3,0,0,3,3,3,2848,331,3413,6592,53631,1329,54960,61552,58139
"2022-03-09","嘉定区",0,0,0,16,0,0,16,16,16,0,0,0,0,16,0,16,16,16
"2022-03-10","嘉定区",0,1,0,5,0,1,5,6,6,0,1,0,1,21,0,21,22,22
"2022-03-11","嘉定区",1,0,0,11,0,1,11,12,12,1,1,0,2,32,0,32,34,34
"2022-03-12","嘉定区",0,0,0,3,0,0,3,3,3,1,1,0,2,35,0,35,37,37
"2022-03-13","嘉定区",1,4,0,13,1,5,14,19,19,2,5,0,7,48,1,49,56,56
"2022-03-14","嘉定区",0,0,0,21,2,0,23,23,23,2,5,0,7,69,3,72,79,79
"2022-03-15","嘉定区",0,0,0,14,7,0,21,21,21,2,5,0,7,83,10,93,100,100
"2022-03-16","嘉定区",0,4,0,18,19,4,37,41,41,2,9,0,11,101,29,130,141,141
"2022-03-17","嘉定区",0,5,0,3,27,5,30,35,35,2,14,0,16,104,56,160,176,176
"2022-03-18","嘉定区",0,0,0,11,33,0,44,44,44,2,14,0,16,115,89,204,220,220
"2022-03-19","嘉定区",0,0,2,47,32,2,79,81,79,2,14,2,18,162,121,283,301,299
"2022-03-20","嘉定区",1,0,0,37,2,1,39,40,40,3,14,2,19,199,123,322,341,339
"2022-03-21","嘉定区",5,0,0,96,2,5,98,103,103,8,14,2,24,295,125,420,444,442
"2022-03-22","嘉定区",2,0,0,105,4,2,109,111,111,10,14,2,26,400,129,529,555,553
"2022-03-23","嘉定区",1,0,0,65,3,1,68,69,69,11,14,2,27,465,132,597,624,622
"2022-03-24","嘉定区",0,1,0,127,2,1,129,130,130,11,15,2,28,592,134,726,754,752
"2022-03-25","嘉定区",0,0,0,19,0,0,19,19,19,11,15,2,28,611,134,745,773,771
"2022-03-26","嘉定区",8,1,0,226,7,9,233,242,242,19,16,2,37,837,141,978,1015,1013
"2022-03-27","嘉定区",0,3,0,236,12,3,248,251,251,19,19,2,40,1073,153,1226,1266,1264
"2022-03-28","嘉定区",0,2,0,172,35,2,207,209,209,19,21,2,42,1245,188,1433,1475,1473
"2022-03-29","嘉定区",0,7,2,233,13,9,246,255,253,19,28,4,51,1478,201,1679,1730,1726
"2022-03-30","嘉定区",0,8,1,108,41,9,149,158,157,19,36,5,60,1586,242,1828,1888,1883
"2022-03-31","嘉定区",0,6,1,36,11,7,47,54,53,19,42,6,67,1622,253,1875,1942,1936
"2022-04-01","嘉定区",2,7,0,164,27,9,191,200,200,21,49,6,76,1786,280,2066,2142,2136
"2022-04-02","嘉定区",3,18,5,536,55,26,591,617,612,24,67,11,102,2322,335,2657,2759,2748
"2022-04-03","嘉定区",0,9,5,383,18,14,401,415,410,24,76,16,116,2705,353,3058,3174,3158
"2022-04-04","嘉定区",1,3,0,229,4,4,233,237,237,25,79,16,120,2934,357,3291,3411,3395
"2022-04-05","嘉定区",0,5,6,466,4,11,470,481,475,25,84,22,131,3400,361,3761,3892,3870
"2022-04-06","嘉定区",0,5,1,1375,27,6,1402,1408,1407,25,89,23,137,4775,388,5163,5300,5277
"2022-04-07","嘉定区",0,5,18,905,5,23,910,933,915,25,94,41,160,5680,393,6073,6233,6192
"2022-04-08","嘉定区",12,3,101,1362,27,116,1389,1505,1404,37,97,142,276,7042,420,7462,7738,7596
"2022-04-09","嘉定区",7,6,8,341,7,21,348,369,361,44,103,150,297,7383,427,7810,8107,7957
"2022-04-10","嘉定区",45,4,22,1324,10,71,1334,1405,1383,89,107,172,368,8707,437,9144,9512,9340
"2022-04-11","嘉定区",22,12,9,151,14,43,165,208,199,111,119,181,411,8858,451,9309,9720,9539
"2022-04-12","嘉定区",30,1,11,932,12,42,944,986,975,141,120,192,453,9790,463,10253,10706,10514
"2022-04-13","嘉定区",42,4,8,663,4,54,667,721,713,183,124,200,507,10453,467,10920,11427,11227
"2022-04-14","嘉定区",98,4,98,600,3,200,603,803,705,281,128,298,707,11053,470,11523,12230,11932
"2022-04-15","嘉定区",163,4,6,558,10,173,568,741,735,444,132,304,880,11611,480,12091,12971,12667
"2022-04-16","嘉定区",73,8,22,577,5,103,582,685,663,517,140,326,983,12188,485,12673,13656,13330
"2022-04-17","嘉定区",48,4,304,614,8,356,622,978,674,565,144,630,1339,12802,493,13295,14634,14004
"2022-04-18","嘉定区",62,6,4,513,3,72,516,588,584,627,150,634,1411,13315,496,13811,15222,14588
"2022-04-19","嘉定区",80,0,24,629,10,104,639,743,719,707,150,658,1515,13944,506,14450,15965,15307
"2022-04-20","嘉定区",64,5,13,556,3,82,559,641,628,771,155,671,1597,14500,509,15009,16606,15935
"2022-04-21","嘉定区",77,3,0,687,9,80,696,776,776,848,158,671,1677,15187,518,15705,17382,16711
"2022-04-22","嘉定区",67,1,8,419,5,76,424,500,492,915,159,679,1753,15606,523,16129,17882,17203
"2022-04-23","嘉定区",61,2,10,670,8,73,678,751,741,976,161,689,1826,16276,531,16807,18633,17944
"2022-04-24","嘉定区",125,4,3,466,3,132,469,601,598,1101,165,692,1958,16742,534,17276,19234,18542
"2022-04-25","嘉定区",44,0,14,465,20,58,485,543,529,1145,165,706,2016,17207,554,17761,19777,19071
"2022-04-26","嘉定区",23,0,66,345,0,89,345,434,368,1168,165,772,2105,17552,554,18106,20211,19439
"2022-04-27","嘉定区",4,0,9,279,0,13,279,292,283,1172,165,781,2118,17831,554,18385,20503,19722
"2022-04-28","嘉定区",42,0,90,356,0,132,356,488,398,1214,165,871,2250,18187,554,18741,20991,20120
"2022-04-29","嘉定区",9,0,13,246,0,22,246,268,255,1223,165,884,2272,18433,554,18987,21259,20375
"2022-04-30","嘉定区",3,0,38,218,0,41,218,259,221,1226,165,922,2313,18651,554,19205,21518,20596
"2022-05-01","嘉定区",0,0,14,254,0,14,254,268,254,1226,165,936,2327,18905,554,19459,21786,20850
"2022-05-02","嘉定区",1,0,3,275,0,4,275,279,276,1227,165,939,2331,19180,554,19734,22065,21126
"2022-05-03","嘉定区",0,0,4,170,1,4,171,175,171,1227,165,943,2335,19350,555,19905,22240,21297
"2022-05-04","嘉定区",0,0,4,210,1,4,211,215,211,1227,165,947,2339,19560,556,20116,22455,21508
"2022-05-05","嘉定区",3,0,6,192,0,9,192,201,195,1230,165,953,2348,19752,556,20308,22656,21703
"2022-05-06","嘉定区",0,0,3,198,0,3,198,201,198,1230,165,956,2351,19950,556,20506,22857,21901
"2022-05-07","嘉定区",0,0,11,108,0,11,108,119,108,1230,165,967,2362,20058,556,20614,22976,22009
"2022-05-08","嘉定区",1,0,26,109,0,27,109,136,110,1231,165,993,2389,20167,556,20723,23112,22119
"2022-05-09","嘉定区",1,0,16,130,1,17,131,148,132,1232,165,1009,2406,20297,557,20854,23260,22251
"2022-05-10","嘉定区",1,0,19,14,0,20,14,34,15,1233,165,1028,2426,20311,557,20868,23294,22266
"2022-05-11","嘉定区",1,0,17,72,0,18,72,90,73,1234,165,1045,2444,20383,557,20940,23384,22339
"2022-05-12","嘉定区",0,0,42,67,0,42,67,109,67,1234,165,1087,2486,20450,557,21007,23493,22406
"2022-05-13","嘉定区",3,0,23,37,0,26,37,63,40,1237,165,1110,2512,20487,557,21044,23556,22446
"2022-05-14","嘉定区",2,0,50,32,0,52,32,84,34,1239,165,1160,2564,20519,557,21076,23640,22480
"2022-05-15","嘉定区",2,0,8,25,0,10,25,35,27,1241,165,1168,2574,20544,557,21101,23675,22507
"2022-05-16","嘉定区",0,0,9,18,0,9,18,27,18,1241,165,1177,2583,20562,557,21119,23702,22525
"2022-05-17","嘉定区",1,0,8,18,0,9,18,27,19,1242,165,1185,2592,20580,557,21137,23729,22544
"2022-05-18","嘉定区",0,0,10,8,0,10,8,18,8,1242,165,1195,2602,20588,557,21145,23747,22552
"2022-05-19","嘉定区",0,0,4,2,0,4,2,6,2,1242,165,1199,2606,20590,557,21147,23753,22554
"2022-05-20","嘉定区",1,0,4,4,0,5,4,9,5,1243,165,1203,2611,20594,557,21151,23762,22559
"2022-05-21","嘉定区",1,0,1,0,0,2,0,2,1,1244,165,1204,2613,20594,557,21151,23764,22560
"2022-05-22","嘉定区",1,0,0,1,0,1,1,2,2,1245,165,1204,2614,20595,557,21152,23766,22562
"2022-05-23","嘉定区",0,0,2,1,0,2,1,3,1,1245,165,1206,2616,20596,557,21153,23769,22563
"2022-05-24","嘉定区",0,0,1,1,1,1,2,3,2,1245,165,1207,2617,20597,558,21155,23772,22565
"2022-05-25","嘉定区",0,0,1,4,0,1,4,5,4,1245,165,1208,2618,20601,558,21159,23777,22569
"2022-05-26","嘉定区",0,0,1,3,0,1,3,4,3,1245,165,1209,2619,20604,558,21162,23781,22572
"2022-05-27","嘉定区",0,0,1,3,0,1,3,4,3,1245,165,1210,2620,20607,558,21165,23785,22575
"2022-05-28","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20607,558,21165,23785,22575
"2022-05-29","嘉定区",0,0,0,2,0,0,2,2,2,1245,165,1210,2620,20609,558,21167,23787,22577
"2022-05-30","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20609,558,21167,23787,22577
"2022-05-31","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20609,558,21167,23787,22577
"2022-06-01","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20609,558,21167,23787,22577
"2022-06-02","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20609,558,21167,23787,22577
"2022-06-03","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20609,558,21167,23787,22577
"2022-06-04","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20609,558,21167,23787,22577
"2022-06-05","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20609,558,21167,23787,22577
"2022-06-06","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20609,558,21167,23787,22577
"2022-06-07","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20609,558,21167,23787,22577
"2022-06-08","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20609,558,21167,23787,22577
"2022-06-09","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20609,558,21167,23787,22577
"2022-06-10","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20609,558,21167,23787,22577
"2022-06-11","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20609,558,21167,23787,22577
"2022-06-12","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20609,558,21167,23787,22577
"2022-06-13","嘉定区",0,0,0,1,0,0,1,1,1,1245,165,1210,2620,20610,558,21168,23788,22578
"2022-06-14","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20610,558,21168,23788,22578
"2022-06-15","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20610,558,21168,23788,22578
"2022-06-16","嘉定区",0,0,0,1,0,0,1,1,1,1245,165,1210,2620,20611,558,21169,23789,22579
"2022-06-17","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20611,558,21169,23789,22579
"2022-06-18","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20611,558,21169,23789,22579
"2022-06-19","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20611,558,21169,23789,22579
"2022-06-20","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20611,558,21169,23789,22579
"2022-06-21","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20611,558,21169,23789,22579
"2022-06-22","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20611,558,21169,23789,22579
"2022-06-23","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20611,558,21169,23789,22579
"2022-06-24","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20611,558,21169,23789,22579
"2022-06-25","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20611,558,21169,23789,22579
"2022-06-26","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20611,558,21169,23789,22579
"2022-06-27","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20611,558,21169,23789,22579
"2022-06-28","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20611,558,21169,23789,22579
"2022-06-29","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20611,558,21169,23789,22579
"2022-06-30","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20611,558,21169,23789,22579
"2022-07-01","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20611,558,21169,23789,22579
"2022-07-02","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20611,558,21169,23789,22579
"2022-07-03","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20611,558,21169,23789,22579
"2022-07-04","嘉定区",0,0,0,0,0,0,0,0,0,1245,165,1210,2620,20611,558,21169,23789,22579
"2022-07-05","嘉定区",1,0,0,0,0,1,0,1,1,1246,165,1210,2621,20611,558,21169,23790,22580
"2022-07-06","嘉定区",1,0,0,0,0,1,0,1,1,1247,165,1210,2622,20611,558,21169,23791,22581
"2022-07-07","嘉定区",0,0,0,1,0,0,1,1,1,1247,165,1210,2622,20612,558,21170,23792,22582
"2022-07-08","嘉定区",0,0,0,3,0,0,3,3,3,1247,165,1210,2622,20615,558,21173,23795,22585
"2022-07-09","嘉定区",0,0,0,3,0,0,3,3,3,1247,165,1210,2622,20618,558,21176,23798,22588
"2022-07-10","嘉定区",0,0,0,5,0,0,5,5,5,1247,165,1210,2622,20623,558,21181,23803,22593
"2022-03-09","金山区",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-03-10","金山区",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-03-11","金山区",0,0,0,0,4,0,4,4,4,0,0,0,0,0,4,4,4,4
"2022-03-12","金山区",0,0,0,4,0,0,4,4,4,0,0,0,0,4,4,8,8,8
"2022-03-13","金山区",1,0,0,5,1,1,6,7,7,1,0,0,1,9,5,14,15,15
"2022-03-14","金山区",0,0,0,3,1,0,4,4,4,1,0,0,1,12,6,18,19,19
"2022-03-15","金山区",0,0,0,7,1,0,8,8,8,1,0,0,1,19,7,26,27,27
"2022-03-16","金山区",0,0,0,0,0,0,0,0,0,1,0,0,1,19,7,26,27,27
"2022-03-17","金山区",0,0,0,0,1,0,1,1,1,1,0,0,1,19,8,27,28,28
"2022-03-18","金山区",1,1,0,7,8,2,15,17,17,2,1,0,3,26,16,42,45,45
"2022-03-19","金山区",0,0,0,3,0,0,3,3,3,2,1,0,3,29,16,45,48,48
"2022-03-20","金山区",0,0,0,11,0,0,11,11,11,2,1,0,3,40,16,56,59,59
"2022-03-21","金山区",1,0,0,14,1,1,15,16,16,3,1,0,4,54,17,71,75,75
"2022-03-22","金山区",0,0,0,4,0,0,4,4,4,3,1,0,4,58,17,75,79,79
"2022-03-23","金山区",0,0,0,5,0,0,5,5,5,3,1,0,4,63,17,80,84,84
"2022-03-24","金山区",0,0,0,10,2,0,12,12,12,3,1,0,4,73,19,92,96,96
"2022-03-25","金山区",0,0,0,1,0,0,1,1,1,3,1,0,4,74,19,93,97,97
"2022-03-26","金山区",0,0,0,4,0,0,4,4,4,3,1,0,4,78,19,97,101,101
"2022-03-27","金山区",0,0,0,10,3,0,13,13,13,3,1,0,4,88,22,110,114,114
"2022-03-28","金山区",0,1,0,17,1,1,18,19,19,3,2,0,5,105,23,128,133,133
"2022-03-29","金山区",0,2,0,23,1,2,24,26,26,3,4,0,7,128,24,152,159,159
"2022-03-30","金山区",0,0,0,30,3,0,33,33,33,3,4,0,7,158,27,185,192,192
